entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xPM,
0.5101,0.248,0.008777,0.005647,0.004506,0.01967,0.03603,0.006383,0.003035,0.006898,0.008272,0.9008,
0.5101,0.2528,0.008772,0.005647,0.004511,0.01967,0.03598,0.006389,0.006364,0.003522,0.008272,0.9009,
0.5093,0.2562,0.008812,0.005662,0.004468,0.01967,0.03565,0.006317,0.006372,0.003846,0.008002,0.9012,
0.509,0.2587,0.008787,0.005667,0.004471,0.01967,0.03571,0.006288,0.006413,0.004101,0.007609,0.9013,
0.509,0.2705,0.008785,0.005663,0.004477,0.01966,0.03576,0.006242,0.006513,0.004318,0.007291,0.9013,
0.5083,0.2619,0.008771,0.005674,0.00448,0.01963,0.03567,0.006263,0.00652,0.004363,0.007153,0.9015,
0.509,0.2653,0.008747,0.005692,0.004485,0.01967,0.03571,0.006222,0.006553,0.004491,0.007089,0.9013,
0.5126,0.2638,0.00885,0.005702,0.004486,0.01966,0.03566,0.006209,0.006496,0.004697,0.007623,0.9006,
0.5121,0.2636,0.008843,0.005703,0.004492,0.01966,0.03557,0.006165,0.006491,0.004916,0.007399,0.9008,
0.5118,0.2709,0.008829,0.005715,0.004495,0.01966,0.03561,0.006169,0.006486,0.004926,0.007299,0.9008,
0.5116,0.2596,0.008811,0.005728,0.0045,0.01966,0.0355,0.006169,0.006534,0.005216,0.006961,0.9009,
0.5107,0.2563,0.008739,0.005735,0.004444,0.01972,0.03545,0.006152,0.006532,0.005167,0.006961,0.9011,
0.5107,0.261,0.008728,0.005742,0.004447,0.01972,0.0355,0.006131,0.006508,0.005249,0.006879,0.9011,
0.5105,0.2663,0.008718,0.005744,0.004456,0.01972,0.03543,0.006149,0.00649,0.005335,0.006793,0.9012,
0.5101,0.2603,0.008706,0.005746,0.004467,0.01965,0.03542,0.006132,0.006524,0.005477,0.006619,0.9013,
0.5099,0.263,0.008681,0.005747,0.004471,0.01967,0.03539,0.006122,0.006509,0.005477,0.006619,0.9013,
0.5094,0.265,0.008572,0.005768,0.004472,0.01976,0.0353,0.006082,0.006509,0.005477,0.006619,0.9014,
0.5085,0.2669,0.00848,0.005773,0.004477,0.01984,0.03516,0.006065,0.006528,0.005726,0.006299,0.9017,
0.5077,0.2661,0.008341,0.005777,0.004403,0.01997,0.03511,0.006092,0.006482,0.005959,0.006056,0.9018,
0.5074,0.2705,0.008325,0.005787,0.004409,0.01997,0.03504,0.006137,0.006415,0.005982,0.006034,0.9019,
0.5097,0.2648,0.00846,0.005798,0.004409,0.01996,0.03498,0.006148,0.006379,0.005979,0.006442,0.9014,
0.5094,0.2635,0.008453,0.005803,0.004411,0.01996,0.03503,0.006051,0.006397,0.006,0.006403,0.9015,
0.509,0.2653,0.008441,0.00581,0.004415,0.01994,0.03491,0.006051,0.006397,0.006048,0.006354,0.9016,
0.5082,0.2635,0.008436,0.005812,0.004418,0.01994,0.03474,0.006034,0.006471,0.005946,0.006354,0.9018,
0.5051,0.2495,0.008527,0.005816,0.004418,0.01992,0.03653,0.004195,0.006451,0.005928,0.006452,0.9018,
0.5066,0.2517,0.00859,0.005812,0.004425,0.01992,0.03649,0.004256,0.006357,0.006014,0.00665,0.9015,
0.5081,0.2504,0.008666,0.005815,0.004429,0.01991,0.03638,0.004195,0.006372,0.006208,0.006815,0.9012,
0.5103,0.2655,0.008673,0.005842,0.004431,0.01993,0.03638,0.004211,0.006332,0.006504,0.00695,0.9007,
0.5088,0.2711,0.008656,0.005849,0.004442,0.01993,0.03628,0.004229,0.009347,0.00374,0.006682,0.9009,
0.5078,0.2733,0.008642,0.005861,0.004445,0.01993,0.03607,0.00421,0.009348,0.003878,0.006465,0.9012,
0.5076,0.2695,0.00863,0.005868,0.00445,0.01993,0.03608,0.004166,0.009333,0.004113,0.006229,0.9012,
0.5124,0.2653,0.008595,0.005865,0.00444,0.02005,0.03607,0.004162,0.009335,0.004207,0.007079,0.9002,
0.5133,0.2661,0.008636,0.00587,0.004442,0.02004,0.03584,0.004161,0.009423,0.004115,0.007396,0.9001,
0.513,0.259,0.008524,0.005884,0.004443,0.02014,0.03587,0.004161,0.009431,0.004167,0.00726,0.9001,
0.5126,0.2611,0.008468,0.005912,0.004446,0.02016,0.03581,0.004142,0.009379,0.004361,0.007066,0.9003,
0.5092,0.2599,0.008544,0.005925,0.004449,0.02014,0.03759,0.002276,0.00938,0.004376,0.007291,0.9,
0.5092,0.2602,0.008536,0.005927,0.004455,0.0201,0.03759,0.002326,0.009364,0.004389,0.007245,0.9001,
0.5107,0.2791,0.00828,0.005929,0.004456,0.02032,0.03748,0.005411,0.00631,0.0044,0.007204,0.9002,
0.5113,0.2881,0.008392,0.005913,0.004464,0.02035,0.03737,0.005387,0.006309,0.004533,0.007145,0.9001,
0.51,0.2824,0.008326,0.005921,0.004465,0.02039,0.03725,0.005363,0.007563,0.003337,0.007088,0.9003,
0.5116,0.2879,0.008363,0.005928,0.004468,0.02036,0.03715,0.005361,0.00759,0.003306,0.007477,0.9,
0.5113,0.2855,0.008337,0.005954,0.004468,0.02036,0.03706,0.005405,0.007545,0.003306,0.007477,0.9001,
0.5119,0.281,0.008424,0.005946,0.004467,0.02034,0.03702,0.005433,0.007508,0.003325,0.007554,0.9,
0.5111,0.276,0.008242,0.005957,0.004471,0.02051,0.03684,0.005423,0.00754,0.003292,0.007554,0.9002,
0.5126,0.2809,0.008244,0.005965,0.004474,0.02055,0.03676,0.005387,0.007533,0.003285,0.007911,0.8999,
0.5118,0.2791,0.008207,0.00597,0.004424,0.02059,0.03663,0.005409,0.007529,0.003267,0.007911,0.9001,
0.5116,0.2776,0.008197,0.005974,0.004426,0.02057,0.03658,0.005437,0.007501,0.003267,0.007911,0.9001,
0.5116,0.2749,0.008187,0.005972,0.004437,0.02056,0.03659,0.005448,0.007496,0.003309,0.007851,0.9002,
0.511,0.3015,0.008173,0.00598,0.004444,0.02054,0.03649,0.005406,0.007519,0.003324,0.007814,0.9003,
0.5123,0.282,0.008255,0.005974,0.004442,0.02052,0.03637,0.005396,0.007502,0.003323,0.008145,0.9001,
0.5117,0.2832,0.00825,0.005973,0.004447,0.02052,0.03622,0.005391,0.007542,0.00327,0.008135,0.9002,
0.5152,0.2654,0.008492,0.005972,0.004448,0.02051,0.03623,0.005358,0.007538,0.003309,0.008637,0.8995,
0.515,0.2693,0.008468,0.005995,0.004449,0.0205,0.0362,0.005367,0.007544,0.003344,0.008571,0.8996,
0.5168,0.2781,0.008546,0.006008,0.004452,0.02047,0.03603,0.005365,0.007541,0.003465,0.008864,0.8993,
0.5166,0.2757,0.008498,0.006008,0.004458,0.02051,0.03601,0.005394,0.007491,0.003465,0.008864,0.8993,
0.5164,0.2732,0.008478,0.005997,0.004471,0.02051,0.03595,0.005394,0.007491,0.003504,0.008825,0.8994,
0.516,0.2707,0.008333,0.006018,0.004477,0.02061,0.03591,0.005399,0.007463,0.003541,0.008787,0.8995,
0.515,0.2718,0.008316,0.006028,0.004478,0.02061,0.03575,0.005366,0.007456,0.003577,0.008688,0.8997,
0.5141,0.269,0.008159,0.006048,0.004478,0.02074,0.03563,0.005403,0.007411,0.003644,0.00855,0.8999,
0.5137,0.2689,0.008151,0.006033,0.004479,0.02071,0.03562,0.005363,0.007411,0.003682,0.008511,0.9,
0.5083,0.2758,0.008139,0.006033,0.00449,0.02071,0.03777,0.003087,0.007416,0.003763,0.0084,0.9002,
0.5085,0.2721,0.008134,0.006031,0.004497,0.02071,0.03777,0.003087,0.007527,0.003915,0.008137,0.9002,
0.5082,0.2648,0.008117,0.006045,0.0045,0.02068,0.03772,0.003087,0.007583,0.003957,0.00804,0.9003,
0.5084,0.2595,0.008111,0.006043,0.004506,0.02067,0.03771,0.003137,0.007554,0.004288,0.007687,0.9003,
0.5084,0.2701,0.008101,0.006048,0.004511,0.02065,0.03766,0.003164,0.007527,0.004607,0.007368,0.9004,
0.5147,0.2528,0.008387,0.006041,0.004514,0.02061,0.03759,0.003143,0.007518,0.004725,0.00841,0.8991,
0.5149,0.2933,0.008364,0.006044,0.004516,0.02061,0.03751,0.00686,0.003819,0.004816,0.008302,0.8992,
0.5149,0.287,0.008339,0.006059,0.004523,0.02059,0.03751,0.00686,0.003819,0.004928,0.00819,0.8992,
0.5188,0.2856,0.008581,0.00607,0.004522,0.02058,0.03751,0.006838,0.003884,0.004901,0.008768,0.8984,
0.5205,0.2971,0.0089,0.006075,0.004455,0.02056,0.03758,0.0068,0.003842,0.0049,0.008947,0.8979,
0.5236,0.2755,0.009065,0.006071,0.00446,0.02053,0.03756,0.006845,0.003792,0.004973,0.009415,0.8973,
0.5234,0.2696,0.008984,0.006076,0.004463,0.02065,0.03742,0.00684,0.00386,0.004988,0.009332,0.8974,
0.521,0.2685,0.008961,0.00609,0.004471,0.02064,0.0384,0.005745,0.00389,0.005003,0.009288,0.8975,
0.521,0.269,0.008933,0.006115,0.004472,0.02062,0.03842,0.00575,0.003866,0.005273,0.009017,0.8975,
0.5202,0.2678,0.008915,0.006124,0.004397,0.02062,0.03829,0.00575,0.003866,0.005273,0.009017,0.8978,
0.5199,0.2718,0.00886,0.006138,0.004405,0.02065,0.03823,0.005745,0.003838,0.005316,0.008975,0.8978,
0.5211,0.2695,0.008928,0.006147,0.004406,0.02071,0.03816,0.00574,0.003831,0.005452,0.009039,0.8976,
0.5225,0.2726,0.009013,0.00616,0.004406,0.0207,0.03805,0.005762,0.003863,0.005475,0.009234,0.8973,
0.5247,0.2702,0.009186,0.006168,0.00441,0.02077,0.03792,0.005798,0.003854,0.005519,0.009483,0.8969,
0.5241,0.279,0.009169,0.006176,0.004416,0.02075,0.03784,0.005772,0.00383,0.005519,0.009483,0.897,
0.5238,0.2793,0.009169,0.006176,0.004416,0.02075,0.03774,0.005831,0.003772,0.005564,0.009438,0.8971,
0.5249,0.2755,0.009273,0.006172,0.004418,0.02075,0.03749,0.005804,0.003803,0.005665,0.009633,0.897,
0.5244,0.2745,0.009251,0.006187,0.004426,0.02075,0.03729,0.005828,0.003779,0.005918,0.00938,0.8972,
0.5241,0.287,0.009236,0.006198,0.004429,0.02075,0.03715,0.005828,0.003779,0.006216,0.009081,0.8973,
0.5252,0.2868,0.009309,0.006237,0.00443,0.02075,0.03719,0.005784,0.003871,0.006353,0.008966,0.8971,
0.5278,0.2796,0.009351,0.006245,0.004429,0.02092,0.03711,0.005781,0.003869,0.006413,0.00936,0.8965,
0.5299,0.279,0.009483,0.006257,0.004432,0.02091,0.03713,0.005674,0.003832,0.006683,0.009527,0.8961,
0.5299,0.2728,0.00947,0.006271,0.004432,0.02091,0.03716,0.00564,0.003832,0.006859,0.00935,0.8961,
0.5294,0.2711,0.009442,0.006296,0.004433,0.02091,0.03697,0.00564,0.003879,0.007209,0.008953,0.8963,
0.5291,0.2822,0.009629,0.006306,0.004437,0.02091,0.03693,0.007302,0.002237,0.007178,0.008992,0.8961,
0.5286,0.2751,0.009598,0.006314,0.004443,0.02089,0.03697,0.007279,0.002222,0.007178,0.008935,0.8962,
0.5299,0.2808,0.00969,0.006315,0.004451,0.02083,0.03686,0.007255,0.002357,0.007216,0.009038,0.896,
0.5291,0.2974,0.00968,0.00632,0.004456,0.02082,0.03672,0.007272,0.002349,0.007215,0.008977,0.8962,
0.5306,0.2739,0.009861,0.006315,0.004463,0.0208,0.03675,0.007232,0.002349,0.007307,0.009073,0.8959,
0.5313,0.2784,0.009951,0.006321,0.004467,0.02077,0.03671,0.007232,0.002363,0.00731,0.009143,0.8957,
0.531,0.2769,0.009939,0.006324,0.004471,0.02076,0.03667,0.007229,0.002388,0.007305,0.009104,0.8958,
0.5335,0.2584,0.01012,0.006323,0.004475,0.02075,0.0367,0.007182,0.002462,0.007228,0.00948,0.8953,
0.5331,0.2521,0.01005,0.006323,0.004482,0.02081,0.03666,0.007148,0.002462,0.007294,0.009413,0.8954,
0.5328,0.2518,0.01003,0.006331,0.004491,0.02079,0.03659,0.007151,0.00247,0.007545,0.00913,0.8955,
0.5339,0.2539,0.01008,0.006345,0.004493,0.02085,0.03652,0.007141,0.002478,0.007588,0.009256,0.8952,
0.5338,0.2553,0.00997,0.006362,0.004494,0.02095,0.03649,0.007139,0.002591,0.007552,0.009165,0.8953,
0.5353,0.2554,0.01003,0.006355,0.004501,0.02097,0.03648,0.007196,0.002531,0.00755,0.009428,0.895,
0.5351,0.2535,0.01003,0.006349,0.004509,0.02095,0.03645,0.007202,0.002554,0.007731,0.009201,0.895,
0.5352,0.2523,0.01015,0.006339,0.004509,0.02094,0.03629,0.007204,0.002575,0.007797,0.009137,0.8951,
0.5352,0.2551,0.01014,0.006349,0.004514,0.02092,0.03634,0.007177,0.002606,0.00812,0.008759,0.8951,
0.535,0.2532,0.01012,0.006349,0.004516,0.02092,0.0364,0.007149,0.002583,0.008158,0.008721,0.8951,
0.5339,0.256,0.01002,0.006372,0.004518,0.02099,0.03607,0.007163,0.002602,0.008272,0.008573,0.8954,
0.5334,0.2646,0.009944,0.006374,0.004519,0.02107,0.03598,0.007162,0.002631,0.008377,0.008397,0.8955,
0.5333,0.2613,0.009942,0.006373,0.004523,0.02107,0.03598,0.007162,0.002721,0.008288,0.008351,0.8956,
0.5329,0.2555,0.009937,0.006369,0.004524,0.02106,0.03601,0.007107,0.002745,0.008373,0.008208,0.8957,
0.5343,0.2525,0.009832,0.00638,0.004527,0.02123,0.03594,0.007105,0.002798,0.008443,0.008349,0.8954,
0.5333,0.256,0.00983,0.006371,0.00454,0.02123,0.03589,0.007042,0.00285,0.008433,0.008193,0.8956,
0.5374,0.2551,0.01005,0.006368,0.004539,0.0212,0.03574,0.007061,0.002857,0.008552,0.008842,0.8948,
0.5372,0.2536,0.01004,0.006373,0.004542,0.02119,0.03586,0.006989,0.00289,0.008855,0.008462,0.8948,
0.5382,0.2586,0.01009,0.006385,0.004543,0.02118,0.03568,0.006976,0.002918,0.008978,0.00859,0.8947,
0.5379,0.252,0.01008,0.006391,0.00455,0.02117,0.0357,0.006927,0.002901,0.009077,0.008491,0.8947,
0.5373,0.2541,0.00993,0.006401,0.004551,0.02122,0.03562,0.006973,0.002977,0.008978,0.008469,0.8949,
0.5365,0.2494,0.009897,0.006404,0.004563,0.0212,0.03547,0.006951,0.002977,0.009041,0.008407,0.8951,
0.5357,0.2657,0.009881,0.006407,0.004577,0.0212,0.03531,0.006951,0.002928,0.009041,0.008407,0.8953,
0.535,0.2605,0.009868,0.006419,0.004578,0.0212,0.03528,0.0074,0.002468,0.009069,0.008345,0.8954,
0.5345,0.2641,0.009836,0.006438,0.004591,0.0212,0.03523,0.007419,0.002451,0.009183,0.008165,0.8955,
0.5356,0.2647,0.01001,0.006438,0.004601,0.0212,0.03514,0.007372,0.002467,0.009328,0.008175,0.8953,
0.5352,0.2599,0.009994,0.006452,0.004601,0.02118,0.03503,0.007391,0.002455,0.009364,0.008122,0.8954,
0.5361,0.2571,0.009915,0.006466,0.004602,0.02121,0.03485,0.00741,0.002427,0.009437,0.008435,0.8952,
0.5348,0.2648,0.009904,0.006474,0.004605,0.02114,0.03459,0.007398,0.002417,0.009614,0.008237,0.8956,
0.5353,0.2565,0.01003,0.00648,0.004612,0.02108,0.03447,0.007386,0.002449,0.009855,0.008067,0.8956,
0.5348,0.2611,0.01002,0.006492,0.004618,0.02105,0.0344,0.007364,0.002472,0.01009,0.007807,0.8957,
0.5336,0.2645,0.009916,0.006501,0.004646,0.02108,0.03428,0.007391,0.00251,0.01032,0.007378,0.896,
0.5363,0.2605,0.009967,0.006519,0.004647,0.02117,0.03424,0.007368,0.002576,0.0103,0.007795,0.8954,
0.536,0.2684,0.01,0.006511,0.004659,0.02116,0.03404,0.007421,0.002522,0.01028,0.007873,0.8955,
0.535,0.2715,0.009992,0.006496,0.004662,0.02115,0.03386,0.00736,0.002583,0.01038,0.007702,0.8958,
0.534,0.2679,0.009763,0.006499,0.004669,0.02135,0.03367,0.007355,0.002565,0.01041,0.007671,0.896,
0.5335,0.2649,0.009751,0.006501,0.004679,0.02135,0.03353,0.007383,0.002559,0.01041,0.007651,0.8962,
0.5321,0.2682,0.009661,0.006513,0.004688,0.02142,0.03322,0.007375,0.002521,0.01042,0.007621,0.8966,
0.5313,0.2654,0.009645,0.006518,0.004636,0.0214,0.03311,0.007353,0.002539,0.01041,0.007621,0.8968,
0.5332,0.2911,0.009589,0.006517,0.004644,0.02145,0.03318,0.007284,0.00573,0.007329,0.007422,0.8969,
0.5341,0.2821,0.009558,0.006521,0.004649,0.0216,0.03301,0.007355,0.005711,0.007424,0.007475,0.8967,
0.5333,0.2892,0.009542,0.006531,0.004655,0.0216,0.03283,0.007329,0.005694,0.007531,0.007368,0.8969,
0.5332,0.2979,0.009528,0.006538,0.004663,0.02159,0.03286,0.007327,0.005699,0.007555,0.007315,0.8969,
0.5241,0.3173,0.009495,0.006554,0.004625,0.0216,0.03684,0.003228,0.005672,0.007533,0.007227,0.8972,
0.5237,0.2809,0.009455,0.006559,0.004629,0.0216,0.03695,0.003139,0.005671,0.007638,0.007094,0.8973,
0.524,0.2945,0.009524,0.006572,0.00463,0.02159,0.03691,0.003126,0.008187,0.005274,0.007011,0.8972,
0.5234,0.3017,0.009321,0.006585,0.004634,0.02177,0.03684,0.003113,0.008155,0.005341,0.006943,0.8973,
0.5228,0.2965,0.009304,0.006594,0.004642,0.0217,0.03683,0.003086,0.008128,0.005457,0.006809,0.8974,
0.5239,0.2952,0.009412,0.006607,0.004642,0.02165,0.03673,0.003133,0.008078,0.005694,0.006775,0.8973,
0.5261,0.2992,0.009509,0.006605,0.004651,0.02164,0.03667,0.00311,0.008119,0.005792,0.007077,0.8968,
0.5272,0.2964,0.009673,0.006621,0.004657,0.02161,0.0367,0.003129,0.008101,0.005999,0.006917,0.8966,
0.5266,0.2827,0.009578,0.006636,0.004659,0.02165,0.03665,0.003129,0.008102,0.006026,0.006817,0.8967,
0.5264,0.2828,0.009576,0.006621,0.004677,0.02165,0.03657,0.003182,0.008079,0.006039,0.006774,0.8968,
0.531,0.2855,0.009751,0.006625,0.004679,0.02161,0.03653,0.003197,0.008064,0.006152,0.007493,0.8959,
0.5313,0.2732,0.009894,0.006617,0.004689,0.02161,0.03632,0.003215,0.008061,0.00619,0.007512,0.8959,
0.5312,0.2787,0.009884,0.006625,0.004691,0.02159,0.03634,0.00321,0.008043,0.006292,0.00741,0.8959,
0.5314,0.2762,0.00995,0.00663,0.004692,0.02157,0.03634,0.003173,0.007997,0.006292,0.007469,0.8959,
0.53,0.2849,0.009946,0.006629,0.004699,0.02154,0.03596,0.003195,0.007975,0.006455,0.007306,0.8963,
0.5298,0.2811,0.009869,0.006633,0.004699,0.02159,0.036,0.003155,0.007975,0.006668,0.007092,0.8963,
0.531,0.2776,0.009928,0.006646,0.0047,0.02165,0.03584,0.003134,0.007973,0.006708,0.007311,0.8961,
0.5307,0.2823,0.009919,0.006646,0.004709,0.02165,0.03553,0.004075,0.007032,0.006793,0.007225,0.8964,
0.5302,0.284,0.009896,0.006664,0.004712,0.02163,0.03546,0.004097,0.00701,0.006835,0.007133,0.8966,
0.5322,0.2848,0.01003,0.006662,0.004716,0.02163,0.03532,0.004091,0.007003,0.006977,0.007395,0.8962,
0.5319,0.2812,0.01,0.006684,0.004722,0.02161,0.03528,0.004092,0.007116,0.007008,0.007229,0.8963,
0.5329,0.2844,0.01015,0.006699,0.00472,0.02164,0.03641,0.002941,0.007941,0.006212,0.007818,0.8955,
0.532,0.2879,0.01014,0.006702,0.004721,0.02162,0.03635,0.002983,0.00949,0.004886,0.007552,0.8955,
0.5332,0.2934,0.01025,0.006706,0.004724,0.02162,0.03632,0.002961,0.009514,0.004889,0.007726,0.8953,
0.5331,0.2852,0.01024,0.0067,0.00473,0.02161,0.03634,0.002939,0.009514,0.004889,0.007726,0.8953,
0.5328,0.2886,0.01019,0.00674,0.004738,0.02154,0.03628,0.003033,0.009452,0.004901,0.007683,0.8954,
0.5322,0.284,0.01017,0.006752,0.004739,0.02145,0.03624,0.00302,0.009465,0.005084,0.007465,0.8956,
0.5316,0.2892,0.01015,0.006763,0.004743,0.02142,0.03612,0.003024,0.009475,0.005051,0.007465,0.8958,
0.533,0.2847,0.01036,0.006774,0.004744,0.02142,0.03616,0.003091,0.009388,0.005029,0.00755,0.8955,
0.5328,0.2817,0.01033,0.006775,0.004747,0.02144,0.03607,0.003145,0.009356,0.005215,0.007341,0.8956,
0.5327,0.3222,0.01021,0.006777,0.004755,0.02155,0.0359,0.008827,0.003674,0.005237,0.007319,0.8958,
0.5326,0.3148,0.01019,0.006786,0.004757,0.02153,0.0359,0.008827,0.003674,0.005279,0.007278,0.8958,
0.5321,0.3289,0.01017,0.0068,0.00476,0.02153,0.03577,0.008882,0.003648,0.005267,0.00725,0.8959,
0.5314,0.3221,0.01016,0.006804,0.004676,0.02149,0.03582,0.008857,0.003625,0.00536,0.007158,0.896,
0.5306,0.3094,0.01008,0.006801,0.004673,0.02156,0.03573,0.008835,0.003644,0.005343,0.007093,0.8962,
0.5301,0.2684,0.01008,0.006799,0.004681,0.02149,0.03567,0.008855,0.003618,0.00545,0.006977,0.8964,
0.5298,0.2706,0.01006,0.006814,0.004686,0.02149,0.03559,0.008859,0.003596,0.0056,0.006827,0.8965,
0.529,0.2603,0.009783,0.006837,0.004691,0.0217,0.0355,0.008815,0.003614,0.005711,0.006699,0.8967,
0.5283,0.254,0.009593,0.006848,0.004696,0.02187,0.03536,0.008816,0.003625,0.005795,0.006581,0.8968,
0.5273,0.2597,0.009587,0.006846,0.004704,0.02184,0.03519,0.008805,0.003606,0.005789,0.006555,0.8971,
0.5288,0.2581,0.009748,0.006843,0.00471,0.02181,0.03497,0.008802,0.003627,0.005802,0.006828,0.8969,
0.5282,0.261,0.009542,0.006849,0.004711,0.022,0.03494,0.008814,0.003637,0.005734,0.006828,0.8969,
0.5297,0.2582,0.009657,0.006842,0.004716,0.02199,0.03484,0.008836,0.003656,0.005755,0.007041,0.8967,
0.5322,0.2569,0.00984,0.006853,0.004718,0.02198,0.03479,0.008806,0.003698,0.005949,0.007177,0.8962,
0.5326,0.26,0.009883,0.006858,0.004719,0.02196,0.03461,0.008811,0.003676,0.006167,0.007146,0.8962,
0.5324,0.2605,0.009794,0.006874,0.004722,0.02211,0.03436,0.008846,0.00364,0.006189,0.007215,0.8962,
0.5339,0.2673,0.009787,0.006879,0.004725,0.02225,0.03438,0.008822,0.003972,0.005855,0.007404,0.8959,
0.5321,0.2754,0.009881,0.006879,0.00473,0.02229,0.03571,0.007384,0.003993,0.00591,0.007326,0.8959,
0.5354,0.2681,0.009983,0.006873,0.00473,0.02229,0.03555,0.007356,0.004012,0.005884,0.008055,0.8953,
0.5342,0.2746,0.009865,0.006871,0.004734,0.02241,0.03525,0.007356,0.004012,0.006123,0.007793,0.8956,
0.5328,0.2703,0.009849,0.006881,0.004676,0.02241,0.03498,0.007327,0.004012,0.006123,0.007771,0.896,
0.532,0.2749,0.009806,0.006868,0.004679,0.02238,0.03486,0.007338,0.00399,0.006124,0.007772,0.8962,
0.5327,0.2787,0.009874,0.006871,0.004679,0.02233,0.03487,0.007219,0.004024,0.006088,0.00801,0.896,
0.5339,0.2691,0.009801,0.006886,0.004678,0.02245,0.03479,0.007217,0.004023,0.00637,0.007976,0.8958,
0.5337,0.274,0.009706,0.006898,0.00468,0.02253,0.03477,0.007217,0.004031,0.006548,0.007767,0.8958,
0.5336,0.2686,0.009685,0.006914,0.004682,0.02252,0.03477,0.007217,0.004031,0.006548,0.007768,0.8959,
0.5336,0.281,0.009789,0.006913,0.004647,0.02245,0.03469,0.007196,0.004086,0.006515,0.007809,0.8959,
0.5328,0.2784,0.00987,0.006915,0.004657,0.02242,0.03466,0.008719,0.002515,0.006783,0.007643,0.8958,
0.532,0.2749,0.009861,0.006915,0.004667,0.02242,0.03446,0.008697,0.002515,0.007061,0.007364,0.896,
0.5318,0.2765,0.009849,0.006924,0.004669,0.02242,0.03438,0.008733,0.00253,0.00727,0.007104,0.8961,
0.5316,0.2769,0.009833,0.006919,0.004678,0.0224,0.03446,0.008653,0.002553,0.007335,0.007018,0.8962,
0.5312,0.288,0.009793,0.006949,0.004682,0.02238,0.03443,0.008629,0.002566,0.007362,0.006955,0.8962,
0.5319,0.2892,0.009896,0.006954,0.004689,0.02247,0.03427,0.008629,0.0026,0.007372,0.006976,0.8961,
0.5312,0.2826,0.009893,0.006951,0.004649,0.02245,0.03421,0.008605,0.0026,0.007861,0.006487,0.8963,
0.5328,0.2823,0.01001,0.006949,0.004649,0.02244,0.03415,0.008603,0.002599,0.007905,0.006723,0.896,
0.5323,0.2814,0.009886,0.00696,0.004656,0.02254,0.03404,0.008629,0.002573,0.007927,0.006701,0.8961,
0.5315,0.271,0.009885,0.006961,0.00466,0.02254,0.03402,0.008616,0.002551,0.007928,0.006574,0.8963,
0.5312,0.2769,0.009811,0.006971,0.004663,0.02259,0.03406,0.008611,0.002529,0.008023,0.006461,0.8963,
0.5308,0.2712,0.009781,0.006981,0.004666,0.02255,0.034,0.008631,0.002509,0.008064,0.00642,0.8964,
0.5306,0.2786,0.009614,0.006985,0.004667,0.02272,0.03404,0.008609,0.002487,0.00813,0.006353,0.8964,
0.5302,0.2891,0.009602,0.006994,0.004671,0.02268,0.03401,0.008587,0.002487,0.008177,0.006307,0.8965,
0.5302,0.2805,0.009522,0.006994,0.004676,0.02276,0.03402,0.008569,0.002519,0.008185,0.006266,0.8965,
0.5189,0.2855,0.009274,0.007001,0.004678,0.023,0.03981,0.002785,0.002591,0.008136,0.006244,0.8965,
0.5188,0.2672,0.009265,0.007007,0.004681,0.02298,0.03981,0.002785,0.002591,0.008259,0.00612,0.8965,
0.5184,0.2557,0.009235,0.007026,0.004691,0.02298,0.0397,0.002767,0.002608,0.008282,0.006079,0.8966,
0.5182,0.2608,0.009195,0.007038,0.004702,0.023,0.03969,0.002728,0.002656,0.00829,0.006024,0.8967,
0.5172,0.2565,0.009181,0.007044,0.004709,0.023,0.0394,0.00275,0.002634,0.008674,0.00564,0.897,
0.5168,0.256,0.009154,0.007068,0.004713,0.02298,0.0393,0.002761,0.002634,0.008652,0.00564,0.8971,
0.5161,0.2586,0.009139,0.007074,0.004722,0.02297,0.0391,0.002817,0.002612,0.008735,0.005522,0.8973,
0.5152,0.2606,0.008958,0.007082,0.004729,0.02314,0.03901,0.002831,0.002553,0.009017,0.00524,0.8974,
0.5149,0.2636,0.008941,0.007079,0.004729,0.0231,0.03895,0.002867,0.002579,0.008978,0.005218,0.8976,
0.5144,0.2628,0.008927,0.007088,0.004735,0.02307,0.03881,0.002885,0.002599,0.009022,0.005136,0.8977,
0.5151,0.2641,0.00907,0.007078,0.004741,0.02311,0.03878,0.003064,0.002372,0.009086,0.005142,0.8976,
0.5151,0.2663,0.009047,0.007098,0.004744,0.02311,0.03878,0.003064,0.002433,0.009025,0.005142,0.8976,
0.5145,0.2693,0.009034,0.00709,0.004749,0.02309,0.03863,0.003082,0.002415,0.009066,0.005101,0.8977,
0.5167,0.2689,0.009086,0.007104,0.004752,0.02316,0.03857,0.003076,0.002453,0.009072,0.005414,0.8973,
0.5184,0.2702,0.009276,0.007111,0.00476,0.02316,0.03854,0.003455,0.002154,0.009134,0.005445,0.897,
0.5182,0.2742,0.009147,0.007138,0.004764,0.02325,0.0386,0.003429,0.00218,0.009083,0.005445,0.897,
0.5208,0.2724,0.009028,0.007145,0.004763,0.0234,0.03847,0.003427,0.002313,0.008986,0.005955,0.8965,
0.5213,0.2712,0.00917,0.007141,0.004766,0.02338,0.03832,0.003433,0.002281,0.009049,0.006017,0.8964,
0.5204,0.2751,0.009144,0.007142,0.004771,0.02335,0.03813,0.003491,0.002267,0.009024,0.005977,0.8967,
